0.000166667 2.5 1 1 0
0.0005 2.5 1 1 0
0.000833333 2.5 1 1 0
0.00116667 2.5 1 1 0
0.0015 2.5 1 1 0
0.00183333 2.5 1 1 0
0.00216667 2.5 1 1 0
0.0025 2.5 1 1 0
0.00283333 2.5 1 1 0
0.00316667 2.5 1 1 0
0.0035 2.5 1 1 0
0.00383333 2.5 1 1 0
0.00416667 2.5 1 1 0
0.0045 2.5 1 1 0
0.00483333 2.5 1 1 0
0.00516667 2.5 1 1 0
0.0055 2.5 1 1 0
0.00583333 2.5 1 1 0
0.00616667 2.5 1 1 0
0.0065 2.5 1 1 0
0.00683333 2.5 1 1 0
0.00716667 2.5 1 1 0
0.0075 2.5 1 1 0
0.00783333 2.5 1 1 0
0.00816667 2.5 1 1 0
0.0085 2.5 1 1 0
0.00883333 2.5 1 1 0
0.00916667 2.5 1 1 0
0.0095 2.5 1 1 0
0.00983333 2.5 1 1 0
0.0101667 2.5 1 1 0
0.0105 2.5 1 1 0
0.0108333 2.5 1 1 0
0.0111667 2.5 1 1 0
0.0115 2.5 1 1 0
0.0118333 2.5 1 1 0
0.0121667 2.5 1 1 0
0.0125 2.5 1 1 0
0.0128333 2.5 1 1 0
0.0131667 2.5 1 1 0
0.0135 2.5 1 1 0
0.0138333 2.5 1 1 0
0.0141667 2.5 1 1 0
0.0145 2.5 1 1 0
0.0148333 2.5 1 1 0
0.0151667 2.5 1 1 0
0.0155 2.5 1 1 0
0.0158333 2.5 1 1 0
0.0161667 2.5 1 1 0
0.0165 2.5 1 1 0
0.0168333 2.5 1 1 0
0.0171667 2.5 1 1 0
0.0175 2.5 1 1 0
0.0178333 2.5 1 1 0
0.0181667 2.5 1 1 0
0.0185 2.5 1 1 0
0.0188333 2.5 1 1 0
0.0191667 2.5 1 1 0
0.0195 2.5 1 1 0
0.0198333 2.5 1 1 0
0.0201667 2.5 1 1 0
0.0205 2.5 1 1 0
0.0208333 2.5 1 1 0
0.0211667 2.5 1 1 0
0.0215 2.5 1 1 0
0.0218333 2.5 1 1 0
0.0221667 2.5 1 1 0
0.0225 2.5 1 1 0
0.0228333 2.5 1 1 0
0.0231667 2.5 1 1 0
0.0235 2.5 1 1 0
0.0238333 2.5 1 1 0
0.0241667 2.5 1 1 0
0.0245 2.5 1 1 0
0.0248333 2.5 1 1 0
0.0251667 2.5 1 1 0
0.0255 2.5 1 1 0
0.0258333 2.5 1 1 0
0.0261667 2.5 1 1 0
0.0265 2.5 1 1 0
0.0268333 2.5 1 1 0
0.0271667 2.5 1 1 0
0.0275 2.5 1 1 0
0.0278333 2.5 1 1 0
0.0281667 2.5 1 1 0
0.0285 2.5 1 1 0
0.0288333 2.5 1 1 0
0.0291667 2.5 1 1 0
0.0295 2.5 1 1 0
0.0298333 2.5 1 1 0
0.0301667 2.5 1 1 0
0.0305 2.5 1 1 0
0.0308333 2.5 1 1 0
0.0311667 2.5 1 1 0
0.0315 2.5 1 1 0
0.0318333 2.5 1 1 0
0.0321667 2.5 1 1 0
0.0325 2.5 1 1 0
0.0328333 2.5 1 1 0
0.0331667 2.5 1 1 0
0.0335 2.5 1 1 0
0.0338333 2.5 1 1 0
0.0341667 2.5 1 1 0
0.0345 2.5 1 1 0
0.0348333 2.5 1 1 0
0.0351667 2.5 1 1 0
0.0355 2.5 1 1 0
0.0358333 2.5 1 1 0
0.0361667 2.5 1 1 0
0.0365 2.5 1 1 0
0.0368333 2.5 1 1 0
0.0371667 2.5 1 1 0
0.0375 2.5 1 1 0
0.0378333 2.5 1 1 0
0.0381667 2.5 1 1 0
0.0385 2.5 1 1 0
0.0388333 2.5 1 1 0
0.0391667 2.5 1 1 0
0.0395 2.5 1 1 0
0.0398333 2.5 1 1 0
0.0401667 2.5 1 1 0
0.0405 2.5 1 1 0
0.0408333 2.5 1 1 0
0.0411667 2.5 1 1 0
0.0415 2.5 1 1 0
0.0418333 2.5 1 1 0
0.0421667 2.5 1 1 0
0.0425 2.5 1 1 0
0.0428333 2.5 1 1 0
0.0431667 2.5 1 1 0
0.0435 2.5 1 1 0
0.0438333 2.5 1 1 0
0.0441667 2.5 1 1 0
0.0445 2.5 1 1 0
0.0448333 2.5 1 1 0
0.0451667 2.5 1 1 0
0.0455 2.5 1 1 0
0.0458333 2.5 1 1 0
0.0461667 2.5 1 1 0
0.0465 2.5 1 1 0
0.0468333 2.5 1 1 0
0.0471667 2.5 1 1 0
0.0475 2.5 1 1 0
0.0478333 2.5 1 1 0
0.0481667 2.5 1 1 0
0.0485 2.5 1 1 0
0.0488333 2.5 1 1 0
0.0491667 2.5 1 1 0
0.0495 2.5 1 1 0
0.0498333 2.5 1 1 0
0.0501667 2.5 1 1 0
0.0505 2.5 1 1 0
0.0508333 2.5 1 1 0
0.0511667 2.5 1 1 0
0.0515 2.5 1 1 0
0.0518333 2.5 1 1 0
0.0521667 2.5 1 1 0
0.0525 2.5 1 1 0
0.0528333 2.5 1 1 0
0.0531667 2.5 1 1 0
0.0535 2.5 1 1 0
0.0538333 2.5 1 1 0
0.0541667 2.5 1 1 0
0.0545 2.5 1 1 0
0.0548333 2.5 1 1 0
0.0551667 2.5 1 1 0
0.0555 2.5 1 1 0
0.0558333 2.5 1 1 0
0.0561667 2.5 1 1 0
0.0565 2.5 1 1 0
0.0568333 2.5 1 1 0
0.0571667 2.5 1 1 0
0.0575 2.5 1 1 0
0.0578333 2.5 1 1 0
0.0581667 2.5 1 1 0
0.0585 2.5 1 1 0
0.0588333 2.5 1 1 0
0.0591667 2.5 1 1 0
0.0595 2.5 1 1 0
0.0598333 2.5 1 1 0
0.0601667 2.5 1 1 0
0.0605 2.5 1 1 0
0.0608333 2.5 1 1 0
0.0611667 2.5 1 1 0
0.0615 2.5 1 1 0
0.0618333 2.5 1 1 0
0.0621667 2.5 1 1 0
0.0625 2.5 1 1 0
0.0628333 2.5 1 1 0
0.0631667 2.5 1 1 0
0.0635 2.5 1 1 0
0.0638333 2.5 1 1 0
0.0641667 2.5 1 1 0
0.0645 2.5 1 1 0
0.0648333 2.5 1 1 0
0.0651667 2.5 1 1 0
0.0655 2.5 1 1 0
0.0658333 2.5 1 1 0
0.0661667 2.5 1 1 0
0.0665 2.5 1 1 0
0.0668333 2.5 1 1 0
0.0671667 2.5 1 1 0
0.0675 2.5 1 1 0
0.0678333 2.5 1 1 0
0.0681667 2.5 1 1 0
0.0685 2.5 1 1 0
0.0688333 2.5 1 1 0
0.0691667 2.5 1 1 0
0.0695 2.5 1 1 0
0.0698333 2.5 1 1 0
0.0701667 2.5 1 1 0
0.0705 2.5 1 1 0
0.0708333 2.5 1 1 0
0.0711667 2.5 1 1 0
0.0715 2.5 1 1 0
0.0718333 2.5 1 1 0
0.0721667 2.5 1 1 0
0.0725 2.5 1 1 0
0.0728333 2.5 1 1 0
0.0731667 2.5 1 1 0
0.0735 2.5 1 1 0
0.0738333 2.5 1 1 0
0.0741667 2.5 1 1 0
0.0745 2.5 1 1 0
0.0748333 2.5 1 1 0
0.0751667 2.5 1 1 0
0.0755 2.5 1 1 0
0.0758333 2.5 1 1 0
0.0761667 2.5 1 1 0
0.0765 2.5 1 1 0
0.0768333 2.5 1 1 0
0.0771667 2.5 1 1 0
0.0775 2.5 1 1 0
0.0778333 2.5 1 1 0
0.0781667 2.5 1 1 0
0.0785 2.5 1 1 0
0.0788333 2.5 1 1 0
0.0791667 2.5 1 1 0
0.0795 2.5 1 1 0
0.0798333 2.5 1 1 0
0.0801667 2.5 1 1 0
0.0805 2.5 1 1 0
0.0808333 2.5 1 1 0
0.0811667 2.5 1 1 0
0.0815 2.5 1 1 0
0.0818333 2.5 1 1 0
0.0821667 2.5 1 1 0
0.0825 2.5 1 1 0
0.0828333 2.5 1 1 0
0.0831667 2.5 1 1 0
0.0835 2.5 1 1 0
0.0838333 2.5 1 1 0
0.0841667 2.5 1 1 0
0.0845 2.5 1 1 0
0.0848333 2.5 1 1 0
0.0851667 2.5 1 1 0
0.0855 2.5 1 1 0
0.0858333 2.5 1 1 0
0.0861667 2.5 1 1 0
0.0865 2.5 1 1 0
0.0868333 2.5 1 1 0
0.0871667 2.5 1 1 0
0.0875 2.5 1 1 0
0.0878333 2.5 1 1 0
0.0881667 2.5 1 1 0
0.0885 2.5 1 1 0
0.0888333 2.5 1 1 0
0.0891667 2.5 1 1 0
0.0895 2.5 1 1 0
0.0898333 2.5 1 1 0
0.0901667 2.5 1 1 0
0.0905 2.5 1 1 0
0.0908333 2.5 1 1 0
0.0911667 2.5 1 1 0
0.0915 2.5 1 1 0
0.0918333 2.5 1 1 0
0.0921667 2.5 1 1 0
0.0925 2.5 1 1 0
0.0928333 2.5 1 1 0
0.0931667 2.5 1 1 0
0.0935 2.5 1 1 0
0.0938333 2.5 1 1 0
0.0941667 2.5 1 1 0
0.0945 2.5 1 1 0
0.0948333 2.5 1 1 0
0.0951667 2.5 1 1 0
0.0955 2.5 1 1 0
0.0958333 2.5 1 1 0
0.0961667 2.5 1 1 0
0.0965 2.5 1 1 0
0.0968333 2.5 1 1 0
0.0971667 2.5 1 1 0
0.0975 2.5 1 1 0
0.0978333 2.5 1 1 0
0.0981667 2.5 1 1 0
0.0985 2.5 1 1 0
0.0988333 2.5 1 1 0
0.0991667 2.5 1 1 0
0.0995 2.5 1 1 0
0.0998333 2.5 1 1 0
0.100167 2.5 1 1 0
0.1005 2.5 1 1 0
0.100833 2.5 1 1 0
0.101167 2.5 1 1 0
0.1015 2.5 1 1 0
0.101833 2.5 1 1 0
0.102167 2.5 1 1 0
0.1025 2.5 1 1 0
0.102833 2.5 1 1 0
0.103167 2.5 1 1 0
0.1035 2.5 1 1 0
0.103833 2.5 1 1 0
0.104167 2.5 1 1 0
0.1045 2.5 1 1 0
0.104833 2.5 1 1 0
0.105167 2.5 1 1 0
0.1055 2.5 1 1 0
0.105833 2.5 1 1 0
0.106167 2.5 1 1 0
0.1065 2.5 1 1 0
0.106833 2.5 1 1 0
0.107167 2.5 1 1 0
0.1075 2.5 1 1 0
