0 100.04 100.04 1 1.52173e+07 2.6051e+14 9.64899e+13
6.66667e-05 100.04 100.04 1 1.52173e+07 2.6051e+14 9.64899e+13
0.000133333 100.04 100.04 1 1.52173e+07 2.6051e+14 9.64899e+13
0.0002 100.04 100.04 1 1.52173e+07 2.6051e+14 9.64899e+13
0.000266667 100.04 100.04 1 1.52173e+07 2.6051e+14 9.64899e+13
0.000333333 100.04 100.04 1 1.52173e+07 2.6051e+14 9.64899e+13
0.0004 100.04 100.04 1 1.52173e+07 2.6051e+14 9.64899e+13
0.000466667 100.04 100.04 1 1.52173e+07 2.6051e+14 9.64899e+13
0.000533333 100.04 100.04 1 1.52173e+07 2.6051e+14 9.64899e+13
0.0006 100.04 100.04 1 1.52173e+07 2.6051e+14 9.64899e+13
0.000666667 100.04 100.04 1 1.52173e+07 2.6051e+14 9.64899e+13
0.000733333 100.04 100.04 1 1.52173e+07 2.6051e+14 9.64899e+13
0.0008 100.04 100.04 1 1.52173e+07 2.6051e+14 9.64899e+13
0.000866667 100.04 100.04 1 1.52173e+07 2.6051e+14 9.64899e+13
0.000933333 100.04 100.04 1 1.52173e+07 2.6051e+14 9.64899e+13
0.001 100.04 100.04 1 1.52173e+07 2.6051e+14 9.64899e+13
0.00106667 100.04 100.04 1 1.52173e+07 2.6051e+14 9.64899e+13
0.00113333 100.04 100.04 1 1.52173e+07 2.6051e+14 9.64899e+13
0.0012 100.04 100.04 1 1.52173e+07 2.6051e+14 9.64899e+13
0.00126667 100.04 100.04 1 1.52173e+07 2.6051e+14 9.64899e+13
0.00133333 100.04 100.04 1 1.52173e+07 2.6051e+14 9.64899e+13
0.0014 100.04 100.04 1 1.52173e+07 2.6051e+14 9.64899e+13
0.00146667 100.04 100.04 1 1.52173e+07 2.6051e+14 9.64899e+13
0.00153333 100.04 100.04 1 1.52173e+07 2.6051e+14 9.64899e+13
0.0016 100.04 100.04 1 1.52173e+07 2.6051e+14 9.64899e+13
0.00166667 100.04 100.04 1 1.52173e+07 2.6051e+14 9.64899e+13
0.00173333 100.04 100.04 1 1.52173e+07 2.6051e+14 9.64899e+13
0.0018 100.04 100.04 1 1.52173e+07 2.6051e+14 9.64899e+13
0.00186667 100.04 100.04 1 1.52173e+07 2.6051e+14 9.64899e+13
0.00193333 100.04 100.04 1 1.52173e+07 2.6051e+14 9.64899e+13
0.002 100.04 100.04 1 1.52173e+07 2.6051e+14 9.64899e+13
0.00206667 100.04 100.04 1 1.52173e+07 2.6051e+14 9.64899e+13
0.00213333 100.04 100.04 1 1.52173e+07 2.6051e+14 9.64899e+13
0.0022 100.04 100.04 1 1.52173e+07 2.6051e+14 9.64899e+13
0.00226667 100.04 100.04 1 1.52173e+07 2.6051e+14 9.64899e+13
0.00233333 100.04 100.04 1 1.52173e+07 2.6051e+14 9.64899e+13
0.0024 100.04 100.04 1 1.52173e+07 2.6051e+14 9.64899e+13
0.00246667 100.04 100.04 1 1.52173e+07 2.6051e+14 9.64899e+13
0.00253333 100.04 100.04 1 1.52173e+07 2.6051e+14 9.64899e+13
0.0026 100.04 100.04 1 1.52173e+07 2.6051e+14 9.64899e+13
0.00266667 100.04 100.04 1 1.52173e+07 2.6051e+14 9.64899e+13
0.00273333 100.04 100.04 1 1.52173e+07 2.6051e+14 9.64899e+13
0.0028 100.04 100.04 1 1.52173e+07 2.6051e+14 9.64899e+13
0.00286667 100.04 100.04 1 1.52173e+07 2.6051e+14 9.64899e+13
0.00293333 100.04 100.04 1 1.52173e+07 2.6051e+14 9.64899e+13
