0.06505 100 100 1 1.52173e+07 1.3e+07 2.6051e+14 9.64899e+13 0.0001
0.06515 100 100 1 1.52173e+07 1.3e+07 2.6051e+14 9.64899e+13 0.0001
0.06525 100 100 1 1.52173e+07 1.3e+07 2.6051e+14 9.64899e+13 0.0001
0.06535 100 100 1 1.52173e+07 1.3e+07 2.6051e+14 9.64899e+13 0.0001
0.06545 100 100 1 1.52173e+07 1.3e+07 2.6051e+14 9.64899e+13 0.0001
0.06555 100 100 1 1.52173e+07 1.3e+07 2.6051e+14 9.64899e+13 0.0001
0.06565 100 100 1 1.52173e+07 1.3e+07 2.6051e+14 9.64899e+13 0.0001
0.06575 100 100 1 1.52173e+07 1.3e+07 2.6051e+14 9.64899e+13 0.0001
0.06585 100 100 1 1.52173e+07 1.3e+07 2.6051e+14 9.64899e+13 0.0001
0.06595 100 100 1 1.52173e+07 1.3e+07 2.6051e+14 9.64899e+13 0.0001
0.06605 100 100 1 1.52173e+07 1.3e+07 2.6051e+14 9.64899e+13 0.0001
0.06615 100 100 1 1.52173e+07 1.3e+07 2.6051e+14 9.64899e+13 0.0001
0.06625 100 100 1 1.52173e+07 1.3e+07 2.6051e+14 9.64899e+13 0.0001
0.06635 100 100 1 1.52173e+07 1.3e+07 2.6051e+14 9.64899e+13 0.0001
0.06645 100 100 1 1.52173e+07 1.3e+07 2.6051e+14 9.64899e+13 0.0001
0.06655 100 100 1 1.52173e+07 1.3e+07 2.6051e+14 9.64899e+13 0.0001
0.06665 100 100 1 1.52173e+07 1.3e+07 2.6051e+14 9.64899e+13 0.0001
0.06675 100 100 1 1.52173e+07 1.3e+07 2.6051e+14 9.64899e+13 0.0001
0.06685 100 100 1 1.52173e+07 1.3e+07 2.6051e+14 9.64899e+13 0.0001
0.06695 100 100 1 1.52173e+07 1.3e+07 2.6051e+14 9.64899e+13 0.0001
0.06705 100 100 1 1.52173e+07 1.3e+07 2.6051e+14 9.64899e+13 0.0001
0.06715 100 100 1 1.52173e+07 1.3e+07 2.6051e+14 9.64899e+13 0.0001
0.06725 100 100 1 1.52173e+07 1.3e+07 2.6051e+14 9.64899e+13 0.0001
0.06735 100 100 1 1.52173e+07 1.3e+07 2.6051e+14 9.64899e+13 0.0001
0.06745 100 100 1 1.52173e+07 1.3e+07 2.6051e+14 9.64899e+13 0.0001
0.06755 100 100 1 1.52173e+07 1.3e+07 2.6051e+14 9.64899e+13 0.0001
0.06765 100 100 1 1.52173e+07 1.3e+07 2.6051e+14 9.64899e+13 0.0001
0.06775 100 100 1 1.52173e+07 1.3e+07 2.6051e+14 9.64899e+13 0.0001
0.06785 100 100 1 1.52173e+07 1.3e+07 2.6051e+14 9.64899e+13 0.0001
0.06795 100 100 1 1.52173e+07 1.3e+07 2.6051e+14 9.64899e+13 0.0001
0.06805 100 100 1 1.52173e+07 1.3e+07 2.6051e+14 9.64899e+13 0.0001
0.06815 100 100 1 1.52173e+07 1.3e+07 2.6051e+14 9.64899e+13 0.0001
0.06825 100 100 1 1.52173e+07 1.3e+07 2.6051e+14 9.64899e+13 0.0001
0.06835 100 100 1 1.52173e+07 1.3e+07 2.6051e+14 9.64899e+13 0.0001
0.06845 100 100 1 1.52173e+07 1.3e+07 2.6051e+14 9.64899e+13 0.0001
0.06855 100 100 1 1.52173e+07 1.3e+07 2.6051e+14 9.64899e+13 0.0001
0.06865 100 100 1 1.52173e+07 1.3e+07 2.6051e+14 9.64899e+13 0.0001
0.06875 100 100 1 1.52173e+07 1.3e+07 2.6051e+14 9.64899e+13 0.0001
0.06885 100 100 1 1.52173e+07 1.3e+07 2.6051e+14 9.64899e+13 0.0001
0.06895 100 100 1 1.52173e+07 1.3e+07 2.6051e+14 9.64899e+13 0.0001
0.06905 100 100 1 1.52173e+07 1.3e+07 2.6051e+14 9.64899e+13 0.0001
0.06915 100 100 1 1.52173e+07 1.3e+07 2.6051e+14 9.64899e+13 0.0001
0.06925 100 100 1 1.52173e+07 1.3e+07 2.6051e+14 9.64899e+13 0.0001
0.06935 100 100 1 1.52173e+07 1.3e+07 2.6051e+14 9.64899e+13 0.0001
0.06945 100 100 1 1.52173e+07 1.3e+07 2.6051e+14 9.64899e+13 0.0001
0.06955 100 100 1 1.52173e+07 1.3e+07 2.6051e+14 9.64899e+13 0.0001
0.06965 100 100 1 1.52173e+07 1.3e+07 2.6051e+14 9.64899e+13 0.0001
0.06975 100 100 1 1.52173e+07 1.3e+07 2.6051e+14 9.64899e+13 0.0001
0.06985 100 100 1 1.52173e+07 1.3e+07 2.6051e+14 9.64899e+13 0.0001
0.06995 100 100 1 1.52173e+07 1.3e+07 2.6051e+14 9.64899e+13 0.0001
0.07005 100 100 1 1.52173e+07 1.3e+07 2.6051e+14 9.64899e+13 0.0001
0.07015 100 100 1 1.52173e+07 1.3e+07 2.6051e+14 9.64899e+13 0.0001
0.07025 100 100 1 1.52173e+07 1.3e+07 2.6051e+14 9.64899e+13 0.0001
0.07035 100 100 1 1.52173e+07 1.3e+07 2.6051e+14 9.64899e+13 0.0001
0.07045 100 100 1 1.52173e+07 1.3e+07 2.6051e+14 9.64899e+13 0.0001
0.07055 100 100 1 1.52173e+07 1.3e+07 2.6051e+14 9.64899e+13 0.0001
0.07065 100 100 1 1.52173e+07 1.3e+07 2.6051e+14 9.64899e+13 0.0001
0.07075 100 100 1 1.52173e+07 1.3e+07 2.6051e+14 9.64899e+13 0.0001
0.07085 100 100 1 1.52173e+07 1.3e+07 2.6051e+14 9.64899e+13 0.0001
0.07095 100 100 1 1.52173e+07 1.3e+07 2.6051e+14 9.64899e+13 0.0001
0.07105 100 100 1 1.52173e+07 1.3e+07 2.6051e+14 9.64899e+13 0.0001
0.07115 100 100 1 1.52173e+07 1.3e+07 2.6051e+14 9.64899e+13 0.0001
0.07125 100 100 1 1.52173e+07 1.3e+07 2.6051e+14 9.64899e+13 0.0001
0.07135 100 100 1 1.52173e+07 1.3e+07 2.6051e+14 9.64899e+13 0.0001
0.07145 100 100 1 1.52173e+07 1.3e+07 2.6051e+14 9.64899e+13 0.0001
0.07155 100 100 1 1.52173e+07 1.3e+07 2.6051e+14 9.64899e+13 0.0001
0.07165 100 100 1 1.52173e+07 1.3e+07 2.6051e+14 9.64899e+13 0.0001
0.07175 100 100 1 1.52173e+07 1.3e+07 2.6051e+14 9.64899e+13 0.0001
0.07185 100 100 1 1.52173e+07 1.3e+07 2.6051e+14 9.64899e+13 0.0001
0.07195 100 100 1 1.52173e+07 1.3e+07 2.6051e+14 9.64899e+13 0.0001
0.07205 100 100 1 1.52173e+07 1.3e+07 2.6051e+14 9.64899e+13 0.0001
0.07215 100 100 1 1.52173e+07 1.3e+07 2.6051e+14 9.64899e+13 0.0001
0.07225 100 100 1 1.52173e+07 1.3e+07 2.6051e+14 9.64899e+13 0.0001
0.07235 100 100 1 1.52173e+07 1.3e+07 2.6051e+14 9.64899e+13 0.0001
0.07245 100 100 1 1.52173e+07 1.3e+07 2.6051e+14 9.64899e+13 0.0001
0.07255 100 100 1 1.52173e+07 1.3e+07 2.6051e+14 9.64899e+13 0.0001
0.07265 100 100 1 1.52173e+07 1.3e+07 2.6051e+14 9.64899e+13 0.0001
0.07275 100 100 1 1.52173e+07 1.3e+07 2.6051e+14 9.64899e+13 0.0001
0.07285 100 100 1 1.52173e+07 1.3e+07 2.6051e+14 9.64899e+13 0.0001
0.07295 100 100 1 1.52173e+07 1.3e+07 2.6051e+14 9.64899e+13 0.0001
0.07305 100 100 1 1.52173e+07 1.3e+07 2.6051e+14 9.64899e+13 0.0001
0.07315 100 100 1 1.52173e+07 1.3e+07 2.6051e+14 9.64899e+13 0.0001
0.07325 100 100 1 1.52173e+07 1.3e+07 2.6051e+14 9.64899e+13 0.0001
0.07335 100 100 1 1.52173e+07 1.3e+07 2.6051e+14 9.64899e+13 0.0001
0.07345 100 100 1 1.52173e+07 1.3e+07 2.6051e+14 9.64899e+13 0.0001
0.07355 100 100 1 1.52173e+07 1.3e+07 2.6051e+14 9.64899e+13 0.0001
0.07365 100 100 1 1.52173e+07 1.3e+07 2.6051e+14 9.64899e+13 0.0001
0.07375 100 100 1 1.52173e+07 1.3e+07 2.6051e+14 9.64899e+13 0.0001
0.07385 100 100 1 1.52173e+07 1.3e+07 2.6051e+14 9.64899e+13 0.0001
0.07395 100 100 1 1.52173e+07 1.3e+07 2.6051e+14 9.64899e+13 0.0001
0.07405 100 100 1 1.52173e+07 1.3e+07 2.6051e+14 9.64899e+13 0.0001
0.07415 100 100 1 1.52173e+07 1.3e+07 2.6051e+14 9.64899e+13 0.0001
0.07425 100 100 1 1.52173e+07 1.3e+07 2.6051e+14 9.64899e+13 0.0001
0.07435 100 100 1 1.52173e+07 1.3e+07 2.6051e+14 9.64899e+13 0.0001
0.07445 100 100 1 1.52173e+07 1.3e+07 2.6051e+14 9.64899e+13 0.0001
0.07455 100 100 1 1.52173e+07 1.3e+07 2.6051e+14 9.64899e+13 0.0001
0.07465 100 100 1 1.52173e+07 1.3e+07 2.6051e+14 9.64899e+13 0.0001
0.07475 100 100 1 1.52173e+07 1.3e+07 2.6051e+14 9.64899e+13 0.0001
0.07485 100 100 1 1.52173e+07 1.3e+07 2.6051e+14 9.64899e+13 0.0001
0.07495 100 100 1 1.52173e+07 1.3e+07 2.6051e+14 9.64899e+13 0.0001
