0 1 1 0
0.00020004 1 1 0
0.00040008 1 1 0
0.00060012 1 1 0
0.00080016 1 1 0
0.0010002 1 1 0
0.00120024 1 1 0
0.00140028 1 1 0
0.00160032 1 1 0
0.00180036 1 1 0
0.0020004 1 1 0
0.00220044 1 1 0
0.00240048 1 1 0
0.00260052 1 1 0
0.00280056 1 1 0
0.0030006 1 1 0
0.00320064 1 1 0
0.00340068 1 1 0
0.00360072 1 1 0
0.00380076 1 1 0
0.0040008 1 1 0
0.00420084 1 1 0
0.00440088 1 1 0
0.00460092 1 1 0
0.00480096 1 1 0
0.005001 1 1 0
0.00520104 1 1 0
0.00540108 1 1 0
0.00560112 1 1 0
0.00580116 1 1 0
0.0060012 1 1 0
0.00620124 1 1 0
0.00640128 1 1 0
0.00660132 1 1 0
0.00680136 1 1 0
0.0070014 1 1 0
0.00720144 1 1 0
0.00740148 1 1 0
0.00760152 1 1 0
0.00780156 1 1 0
0.0080016 1 1 0
0.00820164 1 1 0
0.00840168 1 1 0
0.00860172 1 1 0
0.00880176 1 1 0
0.0090018 1 1 0
0.00920184 1 1 0
0.00940188 1 1 0
0.00960192 1 1 0
0.00980196 1 1 0
0.010002 1 1 0
0.010202 1 1 0
0.0104021 1 1 0
0.0106021 1 1 0
0.0108022 1 1 0
0.0110022 1 1 0
0.0112022 1 1 0
0.0114023 1 1 0
0.0116023 1 1 0
0.0118024 1 1 0
0.0120024 1 1 0
0.0122024 1 1 0
0.0124025 1 1 0
0.0126025 1 1 0
0.0128026 1 1 0
0.0130026 1 1 0
0.0132026 1 1 0
0.0134027 1 1 0
0.0136027 1 1 0
0.0138028 1 1 0
0.0140028 1 1 0
0.0142028 1 1 0
0.0144029 1 1 0
0.0146029 1 1 0
0.014803 1 1 0
0.015003 1 1 0
0.015203 1 1 0
0.0154031 1 1 0
0.0156031 1 1 0
0.0158032 1 1 0
0.0160032 1 1 0
0.0162032 1 1 0
0.0164033 1 1 0
0.0166033 1 1 0
0.0168034 1 1 0
0.0170034 1 1 0
0.0172034 1 1 0
0.0174035 1 1 0
0.0176035 1 1 0
0.0178036 1 1 0
0.0180036 1 1 0
0.0182036 1 1 0
0.0184037 1 1 0
0.0186037 1 1 0
0.0188038 1 1 0
0.0190038 1 1 0
0.0192038 1 1 0
0.0194039 1 1 0
0.0196039 1 1 0
0.019804 1 1 0
0.020004 1 1 0
0.020204 1 1 0
0.0204041 1 1 0
0.0206041 1 1 0
0.0208042 1 1 0
0.0210042 1 1 0
0.0212042 1 1 0
0.0214043 1 1 0
0.0216043 1 1 0
0.0218044 1 1 0
0.0220044 1 1 0
0.0222044 1 1 0
0.0224045 1 1 0
0.0226045 1 1 0
0.0228046 1 1 0
0.0230046 1 1 0
0.0232046 1 1 0
0.0234047 1 1 0
0.0236047 1 1 0
0.0238048 1 1 0
0.0240048 1 1 0
0.0242048 1 1 0
0.0244049 1 1 0
0.0246049 1 1 0
0.024805 1 1 0
0.025005 1 1 0
0.025205 1 1 0
0.0254051 1 1 0
0.0256051 1 1 0
0.0258052 1 1 0
0.0260052 1 1 0
0.0262052 1 1 0
0.0264053 1 1 0
0.0266053 1 1 0
0.0268054 1 1 0
0.0270054 1 1 0
0.0272054 1 1 0
0.0274055 1 1 0
0.0276055 1 1 0
0.0278056 1 1 0
0.0280056 1 1 0
0.0282056 1 1 0
0.0284057 1 1 0
0.0286057 1 1 0
0.0288058 1 1 0
0.0290058 1 1 0
0.0292058 1 1 0
0.0294059 1 1 0
0.0296059 1 1 0
0.029806 1 1 0
0.030006 1 1 0
0.030206 1 1 0
0.0304061 1 1 0
0.0306061 1 1 0
0.0308062 1 1 0
